pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
Linoleate metabolism,EHMN,1,C00080,24 (24),0.4,1
Biopterin metabolism,EHMN,1,C00080,24 (24),0.4,1
Neurotransmitter clearance,Wikipathways,1,C00080,24 (24),0.4,1
Cardiac conduction,Wikipathways,1,C00080,24 (25),0.4,1
Bile acid and bile salt metabolism,Reactome,2,C00013;C00080,66 (80),0.406,1
Fatty acid metabolism,Reactome,5,C00158;C00013;C00026;C00025;C00080,199 (367),0.407,1
G alpha (s) signalling events,Wikipathways,1,C00013,25 (25),0.413,1
Pyruvate metabolism,Reactome,1,C00080,25 (25),0.413,1
Sphingolipid metabolism - Homo sapiens (human),KEGG,1,C00065,25 (25),0.413,1
Thermogenesis - Homo sapiens (human),KEGG,1,C00080,25 (25),0.413,1
Prostaglandin Leukotriene metabolism,INOH,1,C00025,25 (25),0.413,1
Lidocaine (Antiarrhythmic) Action Pathway,SMPDB,1,C00080,25 (25),0.413,1
Metabolism of water-soluble vitamins and cofactors,Wikipathways,2,C00013;C00080,67 (79),0.413,1
Cobalamin (Cbl_ vitamin B12) transport and metabolism,Reactome,1,C00080,26 (28),0.425,1
Organic cation transport,Reactome,1,C00080,26 (29),0.425,1
Retinoid metabolism and transport,Reactome,1,C00080,26 (35),0.425,1
Propanoate metabolism,INOH,1,C00013,26 (26),0.425,1
Lidocaine (Local Anaesthetic) Action Pathway,SMPDB,1,C00080,26 (26),0.425,1
Signaling by VEGF,Wikipathways,1,C00080,26 (28),0.425,1
Latent infection of Homo sapiens with Mycobacterium tuberculosis,Wikipathways,1,C00080,26 (35),0.425,1
Response of Mtb to phagocytosis,Reactome,1,C00080,26 (35),0.425,1
Latent infection of Homo sapiens with Mycobacterium tuberculosis,Reactome,1,C00080,26 (35),0.425,1
Pentose phosphate pathway,Wikipathways,1,C00080,26 (31),0.425,1
Biological oxidations,Reactome,6,C00064;C00013;C05130;C00062;C00025;C00080,249 (321),0.426,1
Phase I - Functionalization of compounds,Reactome,4,C00013;C00062;C05130;C00080,159 (193),0.431,1
Glycerophospholipid biosynthesis,Wikipathways,2,C00013;C00080,70 (94),0.435,1
Mannose type O-glycan biosynthesis - Homo sapiens (human),KEGG,1,C01068,27 (27),0.437,1
Nicotine Action Pathway,SMPDB,1,C00080,27 (30),0.437,1
Glutathione conjugation,Reactome,1,C00025,28 (31),0.449,1
Extracellular matrix organization,Reactome,1,C00026,28 (30),0.449,1
Biotin metabolism - Homo sapiens (human),KEGG,1,C00047,28 (28),0.449,1
Signaling by Retinoic Acid,Reactome,1,C00080,28 (29),0.449,1
Vitamin A (retinol) metabolism,EHMN,1,C00080,28 (28),0.449,1
Retinoid metabolism and transport,Wikipathways,1,C00080,28 (37),0.449,1
Glycerophospholipid biosynthesis,Reactome,2,C00013;C00080,72 (93),0.45,1
Signaling by Retinoic Acid,Wikipathways,1,C00080,29 (31),0.461,1
alpha-linolenic acid (ALA) metabolism,Reactome,1,C00013,29 (32),0.461,1
Dopamine metabolism,Wikipathways,1,C05581,29 (32),0.461,1
acyl-CoA hydrolysis,HumanCyc,1,C00080,29 (39),0.461,1
Integration of energy metabolism,Wikipathways,1,C00013,29 (33),0.461,1
Metabolism of steroid hormones,Wikipathways,1,C00080,29 (35),0.461,1
Flavan-3-ols,Wikipathways,1,C11457,29 (67),0.461,1
Class A/1 (Rhodopsin-like receptors),Reactome,2,C00080;C00026,74 (82),0.464,1
G alpha (i) signalling events,Wikipathways,2,C00013;C00026,75 (93),0.471,1
Celecoxib Action Pathway,SMPDB,2,C00025;C00080,75 (76),0.471,1
Glycogen synthetase deficiency,SMPDB,1,C00013,30 (30),0.472,1
Glycogenosis_ Type III. Cori disease_ Debrancher glycogenosis,SMPDB,1,C00013,30 (30),0.472,1
Mucopolysaccharidosis VI. Sly syndrome,SMPDB,1,C00013,30 (30),0.472,1
Sucrase-isomaltase deficiency,SMPDB,1,C00013,30 (30),0.472,1
Glycogenosis_ Type IV. Amylopectinosis_ Anderson disease,SMPDB,1,C00013,30 (30),0.472,1
Glycogenosis_ Type VI. Hers disease,SMPDB,1,C00013,30 (30),0.472,1
Starch and Sucrose Metabolism,SMPDB,1,C00013,30 (30),0.472,1
triacylglycerol degradation,HumanCyc,1,C00080,31 (54),0.483,1
Steroids metabolism,INOH,1,C00013,31 (31),0.483,1
Pentose phosphate pathway (hexose monophosphate shunt),Reactome,1,C00080,31 (31),0.483,1
Ferroptosis - Homo sapiens (human),KEGG,1,C00025,31 (31),0.483,1
Metabolism of steroid hormones,Reactome,1,C00080,31 (36),0.483,1
Glycolysis / Gluconeogenesis - Homo sapiens (human),KEGG,1,C00074,31 (31),0.483,1
sphingomyelin metabolism/ceramide salvage,HumanCyc,1,C00080,31 (55),0.483,1
pyrimidine deoxyribonucleosides salvage,HumanCyc,1,C00080,31 (31),0.483,1
Fructose intolerance_ hereditary,SMPDB,1,C00013,31 (31),0.483,1
Inositol Metabolism,SMPDB,1,C00013,31 (31),0.483,1
Fructose and Mannose Degradation,SMPDB,1,C00013,31 (31),0.483,1
Fructosuria,SMPDB,1,C00013,31 (31),0.483,1
Neurotransmitter release cycle,Wikipathways,1,C00080,31 (37),0.483,1
superpathway of pyrimidine deoxyribonucleoside salvage,HumanCyc,1,C00080,31 (31),0.483,1
Ibuprofen Action Pathway,SMPDB,2,C00025;C00080,77 (77),0.485,1
Tyrosine metabolism - Homo sapiens (human),KEGG,2,C05581;C05595,78 (78),0.491,1
phospholipases,HumanCyc,1,C00080,32 (55),0.494,1
Signaling by Nuclear Receptors,Reactome,1,C00080,32 (36),0.494,1
Sphingolipid de novo biosynthesis,Reactome,1,C00080,32 (35),0.494,1
17-Beta Hydroxysteroid Dehydrogenase III Deficiency,SMPDB,1,C00080,32 (32),0.494,1
Androgen and Estrogen Metabolism,SMPDB,1,C00080,32 (32),0.494,1
Aromatase deficiency,SMPDB,1,C00080,32 (32),0.494,1
Phospholipid metabolism,Reactome,2,C00013;C00080,80 (103),0.505,1
Integration of energy metabolism,Reactome,1,C00013,33 (34),0.505,1
G alpha (s) signalling events,Reactome,1,C00013,33 (33),0.505,1
superpathway of steroid hormone biosynthesis,HumanCyc,1,C00080,33 (35),0.505,1
Inositol phosphate metabolism,Wikipathways,1,C00080,33 (41),0.505,1
Fatty Acid Elongation In Mitochondria,SMPDB,1,C00080,34 (34),0.515,1
Amine-derived hormones,Wikipathways,1,C00080,34 (38),0.515,1
Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD),SMPDB,1,C00080,34 (34),0.515,1
Inositol phosphate metabolism,Reactome,1,C00080,35 (43),0.526,1
Steroid hormones,Reactome,1,C00080,35 (40),0.526,1
Phenylalanine_ tyrosine and tryptophan biosynthesis - Homo sapiens (human),KEGG,1,C00074,35 (35),0.526,1
Arachidonic acid metabolism,Reactome,2,C00025;C00080,84 (104),0.531,1
Asparagine N-linked glycosylation,Wikipathways,2,C00013;C00080,84 (101),0.531,1
Inflammatory mediator regulation of TRP channels - Homo sapiens (human),KEGG,1,C00080,36 (36),0.536,1
Galactose Metabolism,SMPDB,1,C00013,36 (36),0.536,1
Galactosemia,SMPDB,1,C00013,36 (36),0.536,1
Pentose phosphate pathway,EHMN,1,C00080,37 (37),0.546,1
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,Reactome,1,C00013,37 (42),0.546,1
Endogenous sterols,Reactome,1,C00080,37 (43),0.546,1
Amine-derived hormones,Reactome,1,C00080,37 (38),0.546,1
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,Wikipathways,1,C00013,37 (42),0.546,1
Glycerophospholipid Biosynthetic Pathway,Wikipathways,1,C00065,37 (49),0.546,1
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),Reactome,1,C00080,38 (43),0.555,1
the visual cycle I (vertebrates),HumanCyc,1,C00080,38 (58),0.555,1
Glycosphingolipid biosynthesis - ganglioseries,EHMN,1,C00080,38 (38),0.555,1
sphingosine and sphingosine-1-phosphate metabolism,HumanCyc,1,C00080,39 (59),0.565,1
Sphingolipid Metabolism,SMPDB,1,C00065,39 (40),0.565,1
Gaucher Disease,SMPDB,1,C00065,39 (40),0.565,1
Globoid Cell Leukodystrophy,SMPDB,1,C00065,39 (40),0.565,1
Metachromatic Leukodystrophy (MLD),SMPDB,1,C00065,39 (40),0.565,1
Fabry disease,SMPDB,1,C00065,39 (40),0.565,1
Krabbe disease,SMPDB,1,C00065,39 (40),0.565,1
Class A-1 (Rhodopsin-like receptors),Wikipathways,2,C00026;C00080,92 (104),0.581,1
Xenobiotics,Reactome,1,C00080,41 (52),0.583,1
alpha-Linolenic acid metabolism - Homo sapiens (human),KEGG,1,C16310,42 (42),0.592,1
Steroidogenesis,SMPDB,1,C00080,42 (43),0.592,1
Apparent mineralocorticoid excess syndrome,SMPDB,1,C00080,42 (43),0.592,1
3-Beta-Hydroxysteroid Dehydrogenase Deficiency,SMPDB,1,C00080,42 (43),0.592,1
21-hydroxylase deficiency (CYP21),SMPDB,1,C00080,42 (43),0.592,1
Corticosterone methyl oxidase I deficiency (CMO I),SMPDB,1,C00080,42 (43),0.592,1
Corticosterone methyl oxidase II deficiency - CMO II,SMPDB,1,C00080,42 (43),0.592,1
Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia due to 17 Alpha-hydroxylase Deficiency,SMPDB,1,C00080,42 (43),0.592,1
Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia due to 21-hydroxylase Deficiency,SMPDB,1,C00080,42 (43),0.592,1
Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,SMPDB,1,C00080,42 (43),0.592,1
17-alpha-hydroxylase deficiency (CYP17),SMPDB,1,C00080,42 (43),0.592,1
11-beta-hydroxylase deficiency (CYP11B1),SMPDB,1,C00080,42 (43),0.592,1
Saturated fatty acids beta-oxidation,EHMN,1,C00080,43 (43),0.6,1
Hypercholesterolemia,SMPDB,1,C00013,45 (45),0.617,1
Hyper-IgD syndrome,SMPDB,1,C00013,45 (45),0.617,1
Cholesteryl ester storage disease,SMPDB,1,C00013,45 (45),0.617,1
Lysosomal Acid Lipase Deficiency (Wolman Disease),SMPDB,1,C00013,45 (45),0.617,1
Mevalonic aciduria,SMPDB,1,C00013,45 (45),0.617,1
Wolman disease,SMPDB,1,C00013,45 (45),0.617,1
Smith-Lemli-Opitz Syndrome (SLOS),SMPDB,1,C00013,45 (45),0.617,1
Chondrodysplasia Punctata II_ X Linked Dominant (CDPX2),SMPDB,1,C00013,45 (45),0.617,1
CHILD Syndrome,SMPDB,1,C00013,45 (45),0.617,1
Desmosterolosis,SMPDB,1,C00013,45 (45),0.617,1
Steroid Biosynthesis,SMPDB,1,C00013,45 (45),0.617,1
Ibandronate Action Pathway,SMPDB,1,C00013,45 (45),0.617,1
Simvastatin Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Pravastatin Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Atorvastatin Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Alendronate Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Rosuvastatin Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Lovastatin Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Risedronate Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Cerivastatin Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Pamidronate Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Fluvastatin Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Zoledronate Action Pathway,SMPDB,1,C00013,46 (46),0.625,1
Vitamin B12 Metabolism,Wikipathways,1,C00065,46 (60),0.625,1
G alpha (q) signalling events,Wikipathways,1,C00080,47 (52),0.633,1
Porphyrin metabolism,EHMN,1,C00080,48 (48),0.641,1
Phase I - Functionalization of compounds,Wikipathways,3,C00013;C05130;C00080,157 (195),0.648,1
Phosphatidylinositol phosphate metabolism,EHMN,1,C00080,49 (49),0.649,1
Drug metabolism - other enzymes - Homo sapiens (human),KEGG,1,C16621,52 (52),0.671,1
Fructose and mannose metabolism - Homo sapiens (human),KEGG,1,C20781,54 (54),0.684,1
Sphingolipid metabolism,Wikipathways,1,C00080,59 (67),0.717,1
Phase II - Conjugation of compounds,Wikipathways,2,C00013;C00080,119 (151),0.72,1
Transport of vitamins_ nucleosides_ and related molecules,Wikipathways,1,C00475,60 (60),0.723,1
Metabolism of steroids,Reactome,2,C00013;C00080,120 (144),0.724,1
Bile Acid Biosynthesis,SMPDB,1,C00013,61 (62),0.729,1
Congenital Bile Acid Synthesis Defect Type II,SMPDB,1,C00013,61 (62),0.729,1
Cerebrotendinous Xanthomatosis (CTX),SMPDB,1,C00013,61 (62),0.729,1
27-Hydroxylase Deficiency,SMPDB,1,C00013,61 (62),0.729,1
Zellweger Syndrome,SMPDB,1,C00013,61 (62),0.729,1
Familial Hypercholanemia (FHCA),SMPDB,1,C00013,61 (62),0.729,1
C21-steroid hormone biosynthesis and metabolism,EHMN,1,C00080,61 (61),0.729,1
Congenital Bile Acid Synthesis Defect Type III,SMPDB,1,C00013,61 (62),0.729,1
Tryptophan degradation,INOH,1,C00013,62 (62),0.734,1
Sphingolipid metabolism,Reactome,1,C00080,62 (68),0.734,1
Androgen and estrogen biosynthesis and metabolism,EHMN,1,C00080,62 (62),0.734,1
Transport of vitamins_ nucleosides_ and related molecules,Reactome,1,C00475,64 (64),0.746,1
glutathione redox reactions I,HumanCyc,1,C00080,64 (100),0.746,1
Neuroactive ligand-receptor interaction - Homo sapiens (human),KEGG,2,C00334;C00025,130 (130),0.765,1
Leukotriene C4 Synthesis Deficiency,SMPDB,1,C00025,71 (71),0.781,1
Antrafenine Action Pathway,SMPDB,1,C00025,71 (71),0.781,1
Trisalicylate-choline Action Pathway,SMPDB,1,C00025,71 (71),0.781,1
Lornoxicam Action Pathway,SMPDB,1,C00025,71 (71),0.781,1
Tenoxicam Action Pathway,SMPDB,1,C00025,71 (71),0.781,1
Arachidonic Acid Metabolism,SMPDB,1,C00025,71 (71),0.781,1
Etodolac Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Ketoprofen Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Rofecoxib Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Acetylsalicylic Acid Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Diflunisal Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Sulindac Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Diclofenac Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Ketorolac Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Naproxen Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Etoricoxib Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Carprofen Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Flurbiprofen Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Fenoprofen Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Antipyrine Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Lumiracoxib Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Magnesium salicylate Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Nepafenac Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Phenylbutazone Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Salsalate Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Tiaprofenic Acid Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Tolmetin Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Salicylic Acid Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Salicylate-sodium Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Oxaprozin Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Valdecoxib Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Nabumetone Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Indomethacin Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Meloxicam Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Suprofen Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Bromfenac Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Mefenamic Acid Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Piroxicam Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Acetaminophen  Action Pathway,SMPDB,1,C00025,72 (72),0.786,1
Neomycin_ kanamycin and gentamicin biosynthesis - Homo sapiens (human),KEGG,1,C00025,81 (81),0.824,1
Tryptophan metabolism - Homo sapiens (human),KEGG,1,C00322,81 (81),0.824,1
Arachidonic acid metabolism,Wikipathways,1,C00080,84 (107),0.835,1
Drug metabolism - cytochrome P450 - Homo sapiens (human),KEGG,1,C16604,88 (88),0.848,1
Bile secretion - Homo sapiens (human),KEGG,2,C00026;C00080,162 (162),0.861,1
Cytochrome P450 - arranged by substrate type,Reactome,1,C00080,95 (121),0.87,1
chondroitin sulfate degradation (metazoa),HumanCyc,1,C00080,100 (134),0.883,1
dermatan sulfate degradation (metazoa),HumanCyc,1,C00080,101 (135),0.886,1
Metabolism of lipids,Reactome,5,C00158;C00013;C00026;C00025;C00080,398 (620),0.931,1
Porphyrin and chlorophyll metabolism - Homo sapiens (human),KEGG,1,C00025,141 (141),0.952,1
